0 0 0 0.629148
0 0 1 0.460668
0 0 2 1.84747
0 0 3 0.73461
0 0 4 2.18274
0 0 5 0
0 0 6 1.86362
0 0 7 0.567964
0 0 8 2.06935
0 0 9 0.859184
0 1 0 0.260981
0 1 1 0.346349
0 1 2 1.8085
0 1 3 2.15482
0 1 4 5.28021
0 1 5 0.72078
0 1 6 0.749813
0 1 7 0.250041
0 1 8 2.17095
0 1 9 2.3006
0 2 0 0.263485
0 2 1 4.25943
0 2 2 2.44379
0 2 3 0.79745
0 2 4 1.21945
0 2 5 0.873599
0 2 6 2.82016
0 2 7 0.723625
0 2 8 1.30567
0 2 9 3.01506
0 3 0 0
0 3 1 2.81553
0 3 2 2.36606
0 3 3 2.02829
0 3 4 3.679
0 3 5 2.41344
0 3 6 4.67024
0 3 7 2.29044
0 3 8 2.49975
0 3 9 1.96041
0 4 0 1.33565
0 4 1 2.3801
0 4 2 1.95887
0 4 3 3.87574
0 4 4 10.3688
0 4 5 10.6059
0 4 6 10.309
0 4 7 17.0095
0 4 8 10.2926
0 4 9 5.84683
0 5 0 3.0535
0 5 1 6.18231
0 5 2 6.04282
0 5 3 4.03954
0 5 4 7.2395
0 5 5 1.60231
0 5 6 2.78884
0 5 7 2.38519
0 5 8 2.78818
0 5 9 2.98411
0 6 0 0
0 6 1 0.590874
0 6 2 2.26898
0 6 3 0.03425
0 6 4 2.78229
0 6 5 2.91475
0 6 6 4.69488
0 6 7 2.79936
0 6 8 3.70044
0 6 9 1.62175
0 7 0 0.240266
0 7 1 1.34942
0 7 2 2.39294
0 7 3 4.94607
0 7 4 2.02085
0 7 5 1.14972
0 7 6 2.51508
0 7 7 3.18143
0 7 8 5.84097
0 7 9 1.53668
0 8 0 2.3241
0 8 1 0.492862
0 8 2 2.98168
0 8 3 1.03376
0 8 4 1.93982
0 8 5 0.827894
0 8 6 2.32782
0 8 7 2.43924
0 8 8 0.115836
0 8 9 9.16186
0 9 0 0
0 9 1 0.277962
0 9 2 3.79973
0 9 3 3.81844
0 9 4 3.03081
0 9 5 2.00608
0 9 6 9.59968
0 9 7 3.98607
0 9 8 3.29442
0 9 9 3.33594
0 10 0 0.0535335
0 10 1 0.163512
0 10 2 3.82055
0 10 3 0.549058
0 10 4 2.94442
0 10 5 7.71456
0 10 6 3.54225
0 10 7 9.87459
0 10 8 6.6984
0 10 9 0.798549
0 11 0 0.847109
0 11 1 0
0 11 2 1.17794
0 11 3 2.01988
0 11 4 4.85173
0 11 5 10.9598
0 11 6 18.7827
0 11 7 20.6137
0 11 8 19.2787
0 11 9 10.2945
0 12 0 0
0 12 1 1.37784
0 12 2 1.08007
0 12 3 4.33913
0 12 4 7.23121
0 12 5 2.33034
0 12 6 5.44909
0 12 7 11.1814
0 12 8 9.98703
0 12 9 15.7649
0 13 0 2.35726
0 13 1 1.24671
0 13 2 3.41619
0 13 3 3.35622
0 13 4 2.89521
0 13 5 3.04712
0 13 6 7.52831
0 13 7 8.82958
0 13 8 5.80482
0 13 9 4.33541
0 14 0 2.37668
0 14 1 0.933989
0 14 2 7.20715
0 14 3 5.09533
0 14 4 3.41059
0 14 5 2.81667
0 14 6 3.25757
0 14 7 3.13832
0 14 8 7.2034
0 14 9 1.3013
0 15 0 0.217333
0 15 1 6.88316
0 15 2 9.33317
0 15 3 7.9059
0 15 4 2.26291
0 15 5 1.65617
0 15 6 5.98217
0 15 7 7.36084
0 15 8 11.5998
0 15 9 7.56907
0 16 0 6.65477
0 16 1 7.1778
0 16 2 6.56831
0 16 3 7.17757
0 16 4 1.49275
0 16 5 2.36308
0 16 6 9.07217
0 16 7 5.62448
0 16 8 17.0461
0 16 9 9.60522
0 17 0 3.02371
0 17 1 4.09296
0 17 2 4.22003
0 17 3 4.34141
0 17 4 4.96062
0 17 5 3.42623
0 17 6 11.3904
0 17 7 13.8263
0 17 8 19.4049
0 17 9 8.97939
0 18 0 2.16073
0 18 1 5.48782
0 18 2 9.35594
0 18 3 9.8744
0 18 4 13.1995
0 18 5 7.54687
0 18 6 14.1896
0 18 7 8.93577
0 18 8 8.13682
0 18 9 9.45853
0 19 0 2.73711
0 19 1 1.22231
0 19 2 1.82382
0 19 3 10.3903
0 19 4 8.52689
0 19 5 8.50492
0 19 6 5.99636
0 19 7 11.7781
0 19 8 10.015
0 19 9 10.9542
0 20 0 4.05806
0 20 1 1.54566
0 20 2 5.68073
0 20 3 14.6722
0 20 4 11.5891
0 20 5 4.96323
0 20 6 11.7342
0 20 7 13.0193
0 20 8 14.082
0 20 9 8.97988
0 21 0 0.479385
0 21 1 2.81831
0 21 2 8.3155
0 21 3 10.4548
0 21 4 4.19137
0 21 5 3.55497
0 21 6 15.2747
0 21 7 12.1542
0 21 8 16.3376
0 21 9 13.0369
0 22 0 1.85262
0 22 1 2.30109
0 22 2 6.70014
0 22 3 2.11973
0 22 4 10.6144
0 22 5 9.15343
0 22 6 8.89885
0 22 7 6.5437
0 22 8 10.124
0 22 9 8.38693
0 23 0 0.0583373
0 23 1 4.142
0 23 2 1.6342
0 23 3 5.88608
0 23 4 4.8862
0 23 5 3.81237
0 23 6 7.81278
0 23 7 5.06014
0 23 8 4.24948
0 23 9 4.22104
0 24 0 0.270078
0 24 1 1.34558
0 24 2 2.33201
0 24 3 2.10697
0 24 4 6.07904
0 24 5 6.69617
0 24 6 8.69361
0 24 7 8.75101
0 24 8 6.28066
0 24 9 16.8038
0 25 0 0.441474
0 25 1 4.76455
0 25 2 8.084
0 25 3 8.6608
0 25 4 2.37732
0 25 5 10.4304
0 25 6 6.00928
0 25 7 4.48147
0 25 8 12.3328
0 25 9 12.7802
0 26 0 1.18331
0 26 1 1.56213
0 26 2 7.64201
0 26 3 7.04305
0 26 4 2.48603
0 26 5 6.75876
0 26 6 7.30034
0 26 7 20.9264
0 26 8 16.5218
0 26 9 24.9028
0 27 0 2.50715
0 27 1 7.49434
0 27 2 10.9416
0 27 3 7.40138
0 27 4 3.1366
0 27 5 10.8649
0 27 6 11.1368
0 27 7 6.92103
0 27 8 7.96481
0 27 9 17.12
0 28 0 0.926603
0 28 1 1.89568
0 28 2 2.35074
0 28 3 4.19377
0 28 4 7.08885
0 28 5 7.76788
0 28 6 14.7941
0 28 7 14.4346
0 28 8 18.239
0 28 9 18.1751
0 29 0 0.389211
0 29 1 4.55134
0 29 2 3.53985
0 29 3 4.30181
0 29 4 7.01389
0 29 5 9.55669
0 29 6 9.80013
0 29 7 13.9703
0 29 8 13.6936
0 29 9 11.5208
0 30 0 0.654179
0 30 1 2.21624
0 30 2 4.22275
0 30 3 3.51762
0 30 4 10.8901
0 30 5 6.33823
0 30 6 9.67931
0 30 7 4.85566
0 30 8 11.49
0 30 9 10.8207
0 31 0 0.530193
0 31 1 1.29764
0 31 2 1.3227
0 31 3 5.01317
0 31 4 10.1613
0 31 5 14.9713
0 31 6 18.065
0 31 7 16.0469
0 31 8 23.1119
0 31 9 12.2164
0 32 0 0.824496
0 32 1 2.47035
0 32 2 0.541678
0 32 3 2.55663
0 32 4 3.82464
0 32 5 5.96118
0 32 6 10.8852
0 32 7 12.2715
0 32 8 19.6396
0 32 9 16.9502
0 33 0 0.409414
0 33 1 8.99246
0 33 2 4.27797
0 33 3 6.63237
0 33 4 5.8835
0 33 5 9.94226
0 33 6 6.92587
0 33 7 10.4235
0 33 8 8.90827
0 33 9 4.88
0 34 0 0.455027
0 34 1 2.58175
0 34 2 0.269456
0 34 3 3.63354
0 34 4 1.59619
0 34 5 4.84661
0 34 6 5.13509
0 34 7 9.54276
0 34 8 10.7897
