6.11314 9.80902 1.80459 -1.30694 0.738232 2.40224
0.271164 12.1489 2.27446 -0.261622 0.52929 2.40476
-10.1676 7.35744 0.94779 1.29372 1.58064 2.30902
-8.92832 17.3568 2.19931 2.19517 3.89502 5.0088
2.88865 3.23507 6.22032 1.66173 1164.75 1164.77
-16.2177 3.03089 2.26906 2.41257 2.03343 3.91983
-5.65517 5.62974 1.09768 1.2873 37.3856 37.4273
10.0662 8.9265 1.23253 -1.07226 1.8706 2.53557
-4.95738 -5.42826 -0.706994 1.0181 0.844912 1.58473
-14.8025 -12.0194 -9.21751 -7.00707 265.92 266.173
2.94777 14.9375 2.41166 0.245293 29.2955 29.4001
8.10486 -14.2902 -0.592727 -2.32754 116.677 116.703
-0.0898306 -13.8955 -2.60179 1.64156 1.92951 3.66717
11.5652 0.826574 0.258519 -0.771042 208.808 208.811
-2.71988 -1.76767 -1.54487 1.93515 33.0796 33.1761
2.12228 -13.5715 -1.6912 -3.09531 147.245 147.288
-19.7355 -1.49528 -1.09952 3.25757 5.29298 6.33226
-13.5117 8.10918 0.625229 1.79112 0.775804 2.11235
-1.10996 -19.7642 -2.60637 -0.16995 16.7381 16.9483
-13.0848 -3.40966 -1.26341 2.68705 10.3542 10.7836
-14.9682 7.36591 -0.9132 3.42265 58.7559 58.8648
0.794357 4.4443 0.0832718 0.387839 5.26513 5.30472
-5.32126 9.93743 1.02663 1.04001 36.0244 36.0577
-0.39221 1.92138 -0.775052 1.03412 383.106 383.108
13.5555 12.0479 1.97234 -1.45239 20.5063 20.6584
15.1278 6.34746 1.9469 -2.27335 12.0641 12.4404
6.62584 17.3564 2.87315 -1.33012 3.81202 4.98165
-5.57642 11.6673 2.08346 0.0177957 4.8692 5.32084
-3.09442 0.957816 -1.40611 0.654895 1337.99 1337.99
-0.319139 -4.16491 -0.165554 0.664737 11.099 11.1319
-2.3201 12.3284 1.84792 0.544044 4.00415 4.47271
-6.16791 5.34165 -1.78634 2.9486 293.409 293.43
-16.497 8.64277 1.04356 1.81345 4.81661 5.27622
3.80449 -16.0813 -1.78644 -0.926556 4.34547 4.81603
-2.17885 -1.63333 -0.491151 0.69964 9.14573 9.1998
-2.95873 -1.29258 0.99237 0.18723 1.01449 1.51992
-10.0324 13.6482 -1.61928 9.60962 353.91 354.044
4.37712 -1.06621 -0.359829 -0.376857 1.42057 1.59707
-14.8555 -2.64753 -1.60839 1.93577 10.7853 11.0868
13.1609 -5.18201 -0.475104 -1.18072 0.471033 1.45011
-8.8286 -5.81384 -0.850921 1.69382 3.52848 4.03787
7.04811 1.63439 2.47449 5.46018 374.441 374.489
2.00267 -18.5884 -3.23782 0.882015 11.9323 12.4057
10.111 3.82807 0.513511 -0.541405 2.1116 2.29713
9.9356 9.69344 1.94123 -0.849477 51.5643 51.6104
-17.0473 -6.53839 -1.03705 3.01753 2.64618 4.17665
-11.2991 2.3597 -1.6642 1.51891 105.47 105.495
-6.94403 12.738 1.84746 0.880002 11.6184 11.8083
-4.96932 -4.79734 -0.899235 0.271226 20.3309 20.359
5.4908 -4.0635 -0.0379929 -1.78077 35.4028 35.4513
3.17041 5.01311 1.65174 0.781607 233.225 233.233
3.60709 6.16349 0.421492 0.997225 2.11901 2.43381
-7.44018 0.0187219 0.169839 0.293141 8.84757 8.86879
-2.31708 -17.2407 -5.36094 0.0627574 6.80688 8.67977
-6.32856 -5.44674 -1.03107 0.84186 7.82799 7.95678
9.2029 12.0332 2.69279 -0.968998 37.1428 37.2564
-6.97336 13.2553 2.6917 1.91051 38.2286 38.3743
10.4777 8.68537 1.21503 -1.22367 4.54298 4.88605
2.93616 -0.867555 -0.0185646 -0.129519 3.03949 3.08492
13.9392 -1.12151 4.46108 -2.46668 312.143 312.185
3.824 -1.127 -0.368854 0.311782 1.27517 1.45617
-3.60524 13.1469 -1.04795 4.61655 463.668 463.693
6.76419 -3.40549 -1.59933 -1.0845 3.9376 4.41586
4.38411 5.09016 0.15506 -0.713402 4.39335 4.48282
0.347355 -1.38738 -0.82437 -0.373213 31.1412 31.1585
5.9793 0.191288 3.80485 -2.52942 204.133 204.184
2.02578 0.736092 0.246659 -0.313478 40.0954 40.1007
-4.97165 -5.28655 -0.677298 0.294351 74.1026 74.1081
-2.23036 5.28075 1.38942 0.721312 40.2486 40.2822
-2.53094 -8.41573 -1.72408 -4.22145 466.6 466.622
-4.90108 13.4488 1.17925 0.402413 3.77924 4.01202
-1.40051 -11.0859 -2.80837 -2.36517 130.697 130.749
-11.24 7.94885 2.1106 2.76154 10.663 11.2268
-4.51789 -8.71079 -0.556729 0.700694 7.56274 7.63263
10.3929 -11.3421 11.6236 -9.02841 711.018 711.171
-6.27864 -17.7312 -3.08994 0.00848166 26.1824 26.3691
-3.08516 8.46327 1.28588 0.805653 0.3985 1.65
-10.53 -7.30296 -1.38036 0.649665 6.96768 7.15103
-14.5001 -3.92418 -5.81584 -0.321145 189.487 189.577
15.88 6.98107 2.52101 0.521496 79.8078 79.851
-16.813 9.82914 0.906686 2.81931 13.9687 14.2883
-1.53196 19.6181 2.50382 0.51352 9.62209 9.96888
-14.3391 -5.55945 -1.01457 2.28432 3.6061 4.4173
2.4973 1.03994 0.431762 -0.349514 20.999 21.0125
0.738311 -8.71888 -2.38336 -1.40255 36.091 36.2004
-4.4592 17.6988 2.78893 1.5111 15.2847 15.6187
9.03566 -17.3634 -2.04922 -2.36938 52.3704 52.4665
-8.52169 12.4446 0.718824 1.92914 14.9218 15.0718
-8.13082 -3.33841 -0.262339 0.997429 2.73123 2.96386
15.0341 6.45221 1.23017 -2.63805 0.384871 2.98025
10.4839 9.46235 0.719078 -1.71467 0.674903 2.04298
-14.221 -2.66125 -2.29877 0.758736 150.19 150.21
1.24073 2.13868 0.820528 -1.18559 10.9121 11.0188
-0.357054 13.4635 2.16376 0.446153 5.26568 5.73319
1.90591 8.03779 1.44068 -1.37324 0.648596 2.1548
-5.44772 -4.11909 -0.436009 0.975311 1.2212 1.70111
-5.25976 -5.39965 -0.3945 1.09466 1.62386 2.06203
-5.12759 0.512109 -2.92058 1.04921 290.205 290.222
-4.13309 9.68559 2.0525 0.594888 11.2548 11.4672
4.61648 -6.29886 -0.350317 -0.911304 5.47194 5.58179
6.42464 -3.30884 2.40249 -1.88183 271.879 271.896
-1.03299 -3.80071 -0.438308 0.378609 1.61746 1.79242
14.87 -2.14178 0.483223 -1.92017 23.785 23.8728
4.48993 16.8394 2.56261 4.75549 134.154 134.263
-15.3318 -10.412 -7.30293 -2.94027 265.344 265.461
-10.8104 -11.2209 -1.86665 0.896919 14.1803 14.3399
-6.15082 12.2178 -3.83133 12.1811 467.821 467.996
2.46543 2.30194 3.70247 2.64074 625.699 625.716
12.6681 4.01358 1.0699 -1.42989 23.5335 23.6067
1.12592 7.79082 0.831517 0.763598 86.2041 86.213
7.38276 -11.1213 -1.59774 -1.93387 28.1945 28.3105
15.4455 -0.0157271 -0.00746835 -2.40688 0.95358 2.63886
4.33346 10.8695 2.02739 0.120631 7.7406 8.01891
3.06215 -19.3418 -3.91001 -2.60649 25.1834 25.6232
4.46069 -4.35631 0.608571 -2.71606 378.194 378.205
-15.0019 10.1791 1.90793 2.78305 2.72609 4.36786
-4.69173 -13.3526 -1.90718 1.1506 3.57592 4.24377
-11.8768 -3.47361 0.469715 0.465568 1.57302 1.78126
12.4522 -7.84508 5.4082 -1.22372 143.943 144.05
-11.8051 -0.86927 1.27764 1.73481 39.9464 40.0078
-10.6677 -16.4227 -2.13407 0.0993754 9.28134 9.53774
-10.4259 2.68531 -5.84569 2.45033 205.284 205.383
-0.135625 -16.9814 -2.04321 0.215994 13.6094 13.7731
15.6862 9.14577 1.98637 -2.37617 5.96695 6.74221
16.1085 5.54898 1.01355 -2.52197 6.82534 7.36438
11.5925 -4.84741 -0.163744 -1.80894 28.1173 28.1806
4.90409 -17.8569 -2.89291 -0.104812 10.2361 10.6499
