-2.53533 0.360347 8.90734 14.3372 96.4326 97.9
-2.71633 0.257862 -9.31606 3.98615 18.7731 21.3394
-2.23173 -0.423549 2.75409 3.12213 49.6373 49.8143
-1.54566 -2.56072 -0.717778 -2.10935 0.738294 2.40224
-2.08076 -1.84754 2.09322 0.927353 0.529356 2.40476
-0.446451 1.00262 0.116634 -5.20609 17.6859 18.4437
-5.72217 -1.14392 5.75823 12.0153 25.6742 28.9301
-2.84105 -1.84787 7.66279 4.68593 3.6336 9.7026
-2.17257 0.609475 -5.64021 14.3528 148.268 149.068
-2.13804 0.532877 -4.58195 2.21858 1.23752 5.26393
-1.12498 0.158222 -1.26046 -0.99153 1.58068 2.30902
-1.69719 -0.123635 2.55403 -2.06073 12.7075 13.1343
-2.14686 -2.15701 1.30767 -9.77863 22.3863 24.4691
4.14439 0.514804 -2.78205 1.38407 3.89505 5.0088
4.13299 -0.194529 5.06839 -0.618625 20.6411 21.2694
-0.982637 0.680323 -3.15074 9.13227 103.859 104.309
-1.01256 -0.157257 -2.85742 -3.9636 32.3692 32.7399
2.323 -0.783355 -3.10744 -2.10017 9.63133 10.3485
2.72669 0.649227 0.976243 -3.32771 3.92237 5.2605
3.41718 1.04411 4.9949 -4.654 10.3829 12.4368
4.12421 -2.35949 10.8862 -13.2443 72.7722 74.7662
3.53956 -2.19648 -7.71596 -6.37117 32.4567 33.9681
3.75911 -2.03816 4.18877 2.84126 8.4886 9.89626
3.84606 -1.93716 8.39639 2.94992 26.1028 27.5829
-1.54482 -2.20449 -2.93526 6.67767 20.2904 21.5677
1.73956 1.49771 9.00224 21.9932 234.383 235.585
1.93257 3.17043 18.1595 -15.4789 156.067 157.882
1.84859 3.11634 3.26819 -3.17963 36.9066 37.1907
2.19368 2.28284 10.6191 -5.3033 2.47357 12.1355
0.26268 2.38123 5.83729 2.71618 1164.75 1164.77
2.34018 2.75374 1.13733 3.65536 16.5775 17.0214
2.9888 2.43928 7.78588 -2.0475 39.1877 40.0093
-8.18245 0.665796 11.3763 1.92428 10.9789 15.9349
-8.028 0.705262 -9.73305 6.9672 167.515 167.943
-8.25369 0.55718 -4.25591 -3.51185 47.0982 47.4231
-8.15953 0.519436 -4.50643 7.22777 5.72426 10.2751
0.816517 3.80609 9.18224 22.3152 48.0813 53.7992
-0.824473 -10.6846 3.24772 0.649011 2.03348 3.91983
0.617215 -2.08866 7.65809 0.315708 65.0395 65.4916
6.38497 -5.38156 3.58326 -6.61658 30.2071 31.1344
-0.449294 -2.94181 9.91983 -7.06027 15.2009 19.4827
-0.589499 -2.89161 6.0437 -14.3171 45.0404 47.6487
-1.17094 -3.02317 -5.60347 0.182546 38.48 38.8896
-0.918982 -2.65188 -3.74777 14.3628 52.9371 54.9812
-0.891534 -2.87623 -3.88711 5.50038 67.7002 68.0363
-0.980896 -2.89256 1.69147 0.0265373 37.3856 37.4273
-0.223877 -5.09766 1.13918 2.87373 4.95176 5.85979
-11.1575 -3.39097 13.1103 4.09623 21.978 25.9221
4.37411 2.93849 15.3477 5.71208 15.7055 22.696
1.93726 1.31811 0.769935 1.44081 1.87063 2.53557
0.428376 2.64648 0.561261 4.42434 17.5007 18.0673
1.3075 -3.05855 7.32152 4.05394 66.4904 67.0169
-2.46469 0.301841 3.04196 -4.12648 33.9155 34.3046
-2.36494 -3.1368 -4.80733 0.194015 16.9437 17.621
-0.827446 -4.19857 -4.14653 -2.87096 72.7896 72.9659
5.9916 5.71397 0.232001 -12.2732 79.6107 80.5531
6.60939 3.57525 5.57002 5.20381 19.5143 20.9565
2.33432 -1.30336 -0.928563 -0.821005 0.844961 1.58473
0.606336 0.218431 2.6769 -7.93577 10.4425 13.3958
2.03652 -0.0224948 -0.372116 -22.5082 32.3314 39.3997
-1.4472 3.48913 -9.02354 -3.54056 10.7161 14.4588
-0.605864 4.99302 -2.01835 -0.92273 13.3137 13.5071
-2.93484 2.30628 -1.2503 -3.28709 4.91782 6.06747
-1.28329 4.53738 -1.81864 -11.4348 265.92 266.173
0.874414 2.37835 -6.42074 23.2102 36.571 43.7909
-0.416855 1.28045 -5.04539 -7.02442 20.4726 22.2303
-0.0384175 0.931816 -7.12287 11.1646 1.92725 13.3925
0.963775 -1.66401 -11.5108 3.65861 55.541 56.8414
-3.81601 -1.73281 -12.0537 -1.20814 11.3404 16.6017
0.382805 -3.18455 15.6222 1.35742 9.19254 18.184
3.0067 -0.0655938 -5.62397 4.16708 11.6878 13.633
-2.30353 -1.35343 -4.11694 1.50183 13.3398 14.0505
